gene_symbol,RED,pvalue,p_adj,APAreg,Significance
PLXNA4,-0.19913989433985,0.161610436375894,0.409388020435326,NC,NS
PLXNC1,0.0526669247614106,0.868521146646517,0.950159755482482,NC,NS
PNMA2,0.330641795675641,0.0600392947040612,0.234386683173592,NC,NS
PNMA8A,-0.375811299258271,0.186629545232894,0.449232179675639,NC,NS
PNPLA8,-0.104029539130368,0.764384937605275,0.890233934944606,NC,NS
POGK,0.260318452281301,0.444682717603928,0.679102152218966,NC,NS
POGLUT1,-0.48693383705188,0.338802258117434,0.599377002978484,NC,NS
POLE3,-0.0597007688555746,0.89975357308787,0.963515637322443,NC,NS
POLR1E,-0.683620403446735,0.081294559502607,0.286364366137787,NC,NS
POLR2C,-0.13682735450383,0.614935169578563,0.809462588805149,NC,NS
POLR2D,-0.268793517037957,0.393378982185441,0.641938075080727,NC,NS
POLR2I,-4.53481284071951,0.000403492820443035,0.0109157809777642,DN,Shortened in Neurites
POLR2J,-3.60315026127103,0.00447879210673071,0.0523970517432582,DN,NS
POLR2J3,0.285019260678144,0.22657326884674,0.483700216980468,NC,NS
POLR2L,-3.82143242239472,0.000178101016638269,0.00658757022756383,DN,Shortened in Neurites
POLR3H,0.711533119244233,0.0495598614815883,0.212629929275915,UP,NS
POLR3K,-0.668635625589098,0.339721166323189,0.600514425604597,NC,NS
POMP,-2.52434855932401,0.000268267639642681,0.00816297244403219,DN,Shortened in Neurites
POU2F1,-1.52930481296511,0.00343048617857726,0.0449683007505067,DN,Shortened in Neurites
POU2F2,-1.4536421833793,0.0208421302973876,0.134178921677856,DN,NS
POU3F2,0.0459591566737687,0.845352136099205,0.935173486604916,NC,NS
POU4F1,-0.0875590453161561,0.404369292344357,0.649378287927174,NC,NS
PPAT,-0.183648584490905,0.613585451409318,0.809462588805149,NC,NS
PPDPF,-4.30562485935967,4.33419601059526e-06,0.00104791227989503,DN,Shortened in Neurites
PPFIA1,-0.187229610744178,0.692618235358051,0.851489988779164,NC,NS
PPFIA2,-0.867429225466761,0.00978488902234072,0.0855097129020619,DN,NS
PPIA,-1.81162369977553,2.95945251164246e-05,0.0020773447307529,DN,Shortened in Neurites
PPIH,0.549342741349132,0.164358188229777,0.413216147164264,NC,NS
PPIL1,-0.0425142411234438,0.683705272154904,0.846518498014248,NC,NS
PPM1A,-0.42228299360956,0.0742387258629882,0.271329942464758,NC,NS
PPM1E,-0.111692692239782,0.383606605796442,0.635257210207807,NC,NS
PPM1K,-0.09031593962727,0.846214581615183,0.935651895119226,NC,NS
PPM1L,-0.198783560815009,0.321662698917179,0.584665649377064,NC,NS
PPME1,0.0664405978663649,0.748124895070536,0.882709806179602,NC,NS
PPP1CB,-0.297730700846703,0.247151373354659,0.505955318064989,NC,NS
PPP1R11,0.691182994151891,0.0209148743807948,0.134250049122742,UP,NS
PPP1R12A,-0.0595259884258794,0.917590297681209,0.966917029266952,NC,NS
PPP1R15B,-0.0794176948991038,0.674347779675649,0.841388055375121,NC,NS
PPP1R1A,-2.10098121687391,0.000899557548527431,0.0176345695999612,DN,Shortened in Neurites
PPP1R2,-0.812017810034397,0.00850944256094026,0.0770474424954962,DN,NS
PPP1R3E,0.0242341761813847,0.938132658700661,0.973939248727404,NC,NS
PPP1R9A,-0.0571457161609255,0.779436254960953,0.897189902308958,NC,NS
PPP1R9B,-0.275716514759292,0.654319167934509,0.831635727294497,NC,NS
PPP2CA,-0.0200784463081112,0.881742712397745,0.955514015028632,NC,NS
PPP2CB,-0.907174362584898,0.0161818579321479,0.115070989739719,DN,NS
PPP2R2A,-1.2378414612692,0.0314057931012255,0.166647362326914,DN,NS
PPP2R2B,-0.00138721615339765,0.995927480907522,0.998221187680685,NC,NS
PPP2R5E,-0.159649102069897,0.759180079950462,0.88786198636547,NC,NS
PPP3CA,-0.32684232661364,0.428219808319237,0.66629883908076,NC,NS
PPP3R1,-0.0416735018581587,0.768119569675045,0.890233934944606,NC,NS
PPP4R3A,0.129870045278969,0.615229991795777,0.809462588805149,NC,NS
PPP4R3B,-0.382752380473612,0.00961342924982537,0.0843500889016935,DN,NS
PPP6C,-0.43536263582794,0.1472045850481,0.390918079425135,NC,NS
PPP6R1,0.456358926578425,0.281734004683442,0.544684715130579,NC,NS
PRDX1,-0.0378662372752159,0.656054570615156,0.831635727294497,NC,NS
PRDX2,-0.30180020550339,0.165010735539022,0.413667466051742,NC,NS
PRDX6,-1.46600439074717,0.0673448722054164,0.253973036254742,NC,NS
PRELID1,-0.0852355924991803,0.792518508027209,0.903363160538086,NC,NS
PREPL,-0.118029820637686,0.57985278993045,0.785356749965855,NC,NS
PRICKLE2,0.134599175990676,0.612102016114375,0.809462588805149,NC,NS
PRKAB2,0.142931568368492,0.74281484401022,0.879415179851054,NC,NS
PRKACB,-0.296683679268942,0.17765495420838,0.434266452606917,NC,NS
PRKAR2A,0.0989569537615889,0.797047111637907,0.906151784181862,NC,NS
PRKAR2B,-0.501692007619526,0.121421522617494,0.356563067767431,NC,NS
PRKCE,0.183382879456767,0.618474427521314,0.811701058073811,NC,NS
PRKCI,0.401524064868338,0.0473590261103811,0.208338794501335,UP,NS
PRKCZ,-0.630811419860205,0.102232961096149,0.325708526127703,NC,NS
PRMT2,-0.15488012932301,0.657945649955112,0.831894093144871,NC,NS
PRNP,-0.647320822721192,0.006156170812169,0.0635191356561726,DN,NS
PROSER1,-1.02581320456353,0.079541492909494,0.283741456673867,NC,NS
PROSER3,-0.242140085804383,0.547323335809718,0.758583171160475,NC,NS
PRPF40A,-0.824957218429304,0.000511021747162419,0.0124865528938923,DN,Shortened in Neurites
PRPF4B,-0.643312559061949,0.10660944293733,0.333202858551765,NC,NS
PRPS1,-0.267265727315156,0.0654670377315853,0.249923287901631,NC,NS
PRRC2B,0.263612903519273,0.0876891385544957,0.301440071871379,NC,NS
PRRC2C,0.0459846423958517,0.903669745039532,0.964853010807658,NC,NS
PRRG3,0.383967598310403,0.053991498481811,0.225279260178532,NC,NS
PRRT2,-0.245269505843796,0.359308547496202,0.615657898470548,NC,NS
PSAP,-0.373031128569453,0.208649994486567,0.470152064442795,NC,NS
PSD3,0.0277406218974547,0.662362369024075,0.835754477921201,NC,NS
PSEN1,-0.210078189408424,0.3620787585774,0.618432793300174,NC,NS
PSMA1,-0.133835823297485,0.711953974978979,0.863542267721552,NC,NS
PSMA2,0.142066734623374,0.701619608532763,0.856267116190293,NC,NS
PSMA4,-0.502558948352924,0.0145187816871503,0.108566559969893,DN,NS
PSMB5,-1.54869770178961,0.00348359629369678,0.0451124702567321,DN,Shortened in Neurites
PSMB7,-3.02226093001859,0.000679471534473487,0.0149346470607506,DN,Shortened in Neurites
PSMD10,0.482066300555893,0.139601527029942,0.380492618570962,NC,NS
PSMD11,-0.00770047489917763,0.980769372267446,0.988718944950901,NC,NS
PSMD7,-1.19145977893915,0.0159567854251801,0.114593944175551,DN,NS
PSMD8,-0.927953779823415,0.0594158229448004,0.234386683173592,NC,NS
PSMF1,-0.0462371594995841,0.879291590636627,0.953807827131256,NC,NS
PTBP2,-0.176088204199723,0.393118392277966,0.641938075080727,NC,NS
PTDSS1,-1.0166558360754,0.069123842509155,0.258442407731824,NC,NS
PTGES3,-0.361219969899591,0.0143284759965893,0.107512978512339,DN,NS
PTMS,-0.276364705969265,0.190740237989848,0.45308273933595,NC,NS
PTP4A1,-0.447005219337686,0.0811057653138107,0.286364366137787,NC,NS
PTP4A2,-0.339072272506406,0.0228389588891715,0.138462693615439,DN,NS
PTPA,-0.0557199828503419,0.926762481605173,0.970768370426547,NC,NS
PTPMT1,-0.452757468277507,0.377766717207887,0.631124112735481,NC,NS
PTPN11,-1.55563511300486,0.00502100417234456,0.0550022921864243,DN,NS
PTPRD,0.120120724888898,0.485803345260903,0.710448168184248,NC,NS
PTPRF,-0.144494274281493,0.809164748226062,0.911357397587946,NC,NS
PTPRG,-0.178869035274062,0.557107889106835,0.766287463145684,NC,NS
PTPRT,-0.237267494245156,0.603378164323019,0.804308563939816,NC,NS
PUM2,-0.33089595929144,0.0166775785035854,0.117065841367103,DN,NS
PURA,0.171368219094099,0.393556902171126,0.641938075080727,NC,NS
PWP1,-1.15717641666267,0.0180238208302357,0.120889265154511,DN,NS
PWWP2A,-1.78903815893141,0.0203544836996099,0.132368774915682,DN,NS
PYROXD1,0.381883867845241,0.26411600976563,0.523421163251376,NC,NS
QKI,0.0627221047718989,0.885641238259523,0.957811543816453,NC,NS
QPRT,0.2577881387238,0.279776440369904,0.543038760714366,NC,NS
QSER1,-0.943007722073835,0.0105716216885882,0.088467734153784,DN,NS
R3HCC1L,0.918608104669653,0.0211799196650396,0.134365904347306,UP,NS
R3HDM4,-0.145601670347043,0.688208763461287,0.847505528744629,NC,NS
RAB10,-0.516861810439707,0.249665135674779,0.508681025494682,NC,NS
RAB11A,-0.975123321621817,0.0944459417414855,0.310033345355588,NC,NS
RAB11B,-0.0346979395719917,0.912891293293145,0.96633218232965,NC,NS
RAB11FIP2,-0.483797400852979,0.0810039630304772,0.286364366137787,NC,NS
RAB15,-0.21008586511738,0.571620751711475,0.777968013863869,NC,NS
RAB18,-0.350641263349322,0.223363409458484,0.483700216980468,NC,NS
RAB1A,0.0595684501428375,0.843461633489674,0.933611497380004,NC,NS
RAB21,0.0470659113312364,0.82194621414858,0.919044356429055,NC,NS
RAB22A,0.206026799787477,0.327981171547747,0.591289999410023,NC,NS
RAB27B,-0.360525432292455,0.189482295836698,0.451108835602468,NC,NS
RAB2A,-0.132957886442794,0.394675574578016,0.642030787339991,NC,NS
RAB33B,-0.120951716906037,0.602467577357949,0.804156311773319,NC,NS
RAB39A,-0.284747959962263,0.425895227431429,0.665767252076716,NC,NS
RAB3A,0.346834415381865,0.292117972435676,0.55612310412951,NC,NS
RAB3B,0.0642717027648657,0.586086901505265,0.78904248748508,NC,NS
RAB3C,0.506411063505211,0.0891919925964606,0.304203410485734,NC,NS
RAB4A,-0.41213099861114,0.392295436026197,0.641938075080727,NC,NS
RAB5B,0.357899068945965,0.154617571837206,0.398662854371768,NC,NS
RAB6A,-0.0922291081462754,0.716964817277509,0.864252326620384,NC,NS
RAB6B,-0.238228820184234,0.641837538091934,0.824470320026332,NC,NS
RAB7A,-0.419781244070718,0.0254042761946666,0.147020492020198,DN,NS
RAB8B,0.0719089735748746,0.775084608762091,0.893791260554483,NC,NS
RABEP1,0.191637798592203,0.334689426987998,0.597283624869989,NC,NS
RABGEF1,-0.788542076016023,0.152759733267826,0.398272661197325,NC,NS
RAC1,-0.176625623558653,0.443923356438391,0.679102152218966,NC,NS
RAD1,-0.219042039610028,0.720180736047857,0.867245866984026,NC,NS
RAD21,-0.0764099284078892,0.624710236557603,0.815458593130981,NC,NS
RAD23B,-0.369942693416312,0.280317006204637,0.543038760714366,NC,NS
RAD52,0.936504695246864,0.0599619075966803,0.234386683173592,NC,NS
RAD54L2,0.0611976885249024,0.909007133181286,0.965820079005116,NC,NS
RAI14,-0.0794637949118884,0.47981482603098,0.704980963760756,NC,NS
RALA,-1.23174563496335,0.000121105324277437,0.00549010803391047,DN,Shortened in Neurites
RALGAPA2,-0.145909562018373,0.522191428076686,0.740253125403823,NC,NS
RALGPS2,-0.332488656065909,0.21131387543342,0.470671244109127,NC,NS
RALY,-0.636603830124587,0.0493992099557634,0.212629929275915,DN,NS
RAN,-0.734396024022002,0.00072618659460894,0.0154919806849907,DN,Shortened in Neurites
RANBP1,-0.482298721877986,0.243925014859333,0.502157835699063,NC,NS
RANBP9,-0.117493962245629,0.75046559808468,0.882709806179602,NC,NS
RAP1A,0.319101322076162,0.121704379637575,0.356912035163562,NC,NS
RAP1B,-0.453549958491032,0.133441563883372,0.372745626457276,NC,NS
RAP1GAP2,-0.277491256833942,0.238136068892596,0.497014810143909,NC,NS
RAP1GDS1,-0.447566295501941,0.0232155017622848,0.139082792293369,DN,NS
RAP2A,0.0537805226404444,0.83643039625329,0.927661846201407,NC,NS
RAP2C,0.345788681420293,0.436598095262313,0.67378542928425,NC,NS
RAPGEF1,0.173046933044987,0.767975178303073,0.890233934944606,NC,NS
RAPH1,0.167966945173957,0.663571884364314,0.836407006668791,NC,NS
RASA1,-0.388197108222107,0.619155672367695,0.812105330362932,NC,NS
RASL10B,-0.486986881795067,0.092710031021836,0.307995461837428,NC,NS
RASSF2,-0.532155082010048,0.125547028977701,0.362169762450694,NC,NS
RASSF4,-0.283272395188486,0.692440366639965,0.851489988779164,NC,NS
RBAK,-0.309973151866576,0.408764201875631,0.652723397222032,NC,NS
RBFOX2,-0.316690349928882,0.09495961569174,0.310097054562169,NC,NS
RBL2,0.489576792574679,0.0323654875268768,0.169296396294433,UP,NS
RBM12,0.131512073412291,0.737641886883488,0.87757645240433,NC,NS
RBM14-RBM4,-0.898698863809555,0.00455505769510655,0.0530043077248763,DN,NS
RBM18,-0.60657199256937,0.170941611429648,0.423654836527237,NC,NS
RBM3,-0.0816275032690461,0.822474430433161,0.919044356429055,NC,NS
RBM39,0.0131302155821542,0.936146120612399,0.973751347751658,NC,NS
RBM8A,-0.399217303228552,0.334618249013723,0.597283624869989,NC,NS
RBMX,0.31603881509506,0.256486307752833,0.515817195628617,NC,NS
RC3H1,-0.530522608892666,0.0218676188357703,0.135566776600103,DN,NS
RC3H2,0.239359872621942,0.418443508438106,0.661724617995145,NC,NS
RCAN1,0.101264647370653,0.614871061170726,0.809462588805149,NC,NS
RCAN3,-0.337853123008482,0.37574128628665,0.630420491360085,NC,NS
RCL1,0.119315578673173,0.653981173266086,0.831635727294497,NC,NS
RCN1,0.155837641702371,0.714750141134709,0.863542267721552,NC,NS
RCN2,-0.0538258031013985,0.892955505913815,0.961749165325062,NC,NS
RDH11,-0.394928927525822,0.0949505094887645,0.310097054562169,NC,NS
REEP1,0.0477430735659916,0.868842973353111,0.950159755482482,NC,NS
REEP2,-0.196492027602191,0.27479513955579,0.537245483983288,NC,NS
REEP5,0.452587474641457,0.129597450052789,0.369599018761295,NC,NS
REPS1,0.233535671718592,0.627541800752189,0.816705118682275,NC,NS
RER1,-0.849546604450711,0.0500772419783287,0.213590973083749,NC,NS
RERE,0.0940173510383175,0.46510144268431,0.694619587701482,NC,NS
RET,-0.00189372921983288,0.99249772637142,0.996160079605262,NC,NS
RFK,0.354625280497406,0.284845111300291,0.547315487423007,NC,NS
RFX7,0.209958525353901,0.272110255990924,0.533434159492118,NC,NS
RGP1,-0.581230745872917,0.00375229651484096,0.0461811942515354,DN,Shortened in Neurites
RGS10,-0.254446419045845,0.364555074342554,0.620877265285813,NC,NS
RGS17,-0.0602305679664523,0.819036498870296,0.917725757745501,NC,NS
RGS8,0.155756437616529,0.196733522736719,0.458342768174626,NC,NS
RHBDD2,0.0366542357745873,0.923715415376869,0.969716021230806,NC,NS
RHOQ,0.0987270538412923,0.566872926472798,0.775195633190199,NC,NS
RIC8B,0.164972705703253,0.525816722067963,0.743008253328268,NC,NS
RICTOR,-0.100334208679234,0.672026058986323,0.839936073724434,NC,NS
RIF1,-0.527484947142355,0.125678026489917,0.362169762450694,NC,NS
RIMBP2,-0.424290421757902,0.170590531749895,0.423266815379442,NC,NS
RIMS2,-0.218731607437861,0.542816971778778,0.755409434249635,NC,NS
RIMS3,0.428952887812455,0.109478057087584,0.335055207064112,NC,NS
RIMS4,-0.0189627425306027,0.945039486243604,0.97700659368679,NC,NS
RIOK3,-0.418533149531165,0.0610062703880662,0.236498087000466,NC,NS
RITA1,-0.117946410759433,0.83032798043919,0.923718653085725,NC,NS
RMDN1,-0.962213284212318,0.0177075251521273,0.120709835475019,DN,NS
RMND1,-1.85632443767311,0.000277511486540279,0.00827212321522803,DN,Shortened in Neurites
RMND5A,-0.318882198570788,0.243022943924265,0.501629344455997,NC,NS
RMND5B,2.05375548943776,0.010259465181491,0.0875474362153899,UP,NS
RND2,-0.801825957127338,0.0338154296397992,0.172859964490098,DN,NS
RND3,-0.347623968461394,0.164450911509307,0.413216147164264,NC,NS
RNF11,0.09320047323535,0.662535144491761,0.835754477921201,NC,NS
RNF114,-0.596996715141095,0.139466700475207,0.380492618570962,NC,NS
RNF14,-1.23035833229571,0.00218519788227617,0.0332516824603702,DN,Shortened in Neurites
RNF145,-0.0444717083128254,0.913094854353427,0.96633218232965,NC,NS
RNF146,0.768791758849101,0.0468842495480605,0.207780299422769,UP,NS
RNF150,-0.310215915047631,0.0854965534610718,0.295771860622086,NC,NS
RNF152,-0.543443304250996,0.00833479758256187,0.0768742256672061,DN,NS
RNF157,0.204678281074838,0.117855948329002,0.34949200091398,NC,NS
RNF181,-2.3819351026703,0.00400145999191149,0.0483732052355523,DN,Shortened in Neurites
RNF187,-0.799810803698346,0.00843045437747855,0.0770474424954962,DN,NS
RNF20,-0.663999356519244,0.114739728865562,0.344853107750639,NC,NS
RNF207,1.08099099405724,0.00140901550317103,0.0235847518069244,UP,Lengthened in Neurites
RNF217,0.117041433059625,0.684062225308421,0.846518498014248,NC,NS
RNFT2,-0.228683277671875,0.505174377729041,0.725583792698609,NC,NS
ROBO2,0.447155494517211,0.0556392538781883,0.226963810459074,NC,NS
RPAP2,0.189025778092643,0.464822983542761,0.694619587701482,NC,NS
RPL10A,-2.40140407782502,0.000301557095637906,0.00886740865010925,DN,Shortened in Neurites
RPL13A,-1.52864313650781,0.00431171317830638,0.0509597817083482,DN,NS
RPL14,-3.42989150471674,4.75159379220622e-08,5.16973404592036e-05,DN,Shortened in Neurites
RPL21,-2.86383076054631,2.39594486994551e-05,0.00193095408777831,DN,Shortened in Neurites
RPL22,-0.619111598756863,0.0130958195668023,0.101411044047551,DN,NS
RPL23,-2.93904028823623,0.00122544193662937,0.0211631877309962,DN,Shortened in Neurites
RPL27A,-2.82303936911386,1.85874229219203e-05,0.00184636203960328,DN,Shortened in Neurites
RPL36,-3.88369077864313,0.00151124231519249,0.0247123012696604,DN,Shortened in Neurites
RPL37,-3.58464435526015,3.43828225228015e-08,5.16973404592036e-05,DN,Shortened in Neurites
RPL38,-2.28888185466566,0.000126300567424732,0.00549660069432434,DN,Shortened in Neurites
RPL5,-3.34881045402473,0.00013463824725285,0.00574456521612159,DN,Shortened in Neurites
RPL7,-4.0670601961732,0.000816025740229967,0.016751622742834,DN,Shortened in Neurites
RPL9,-2.55307549992441,7.80879612704204e-07,0.000424788610446888,DN,Shortened in Neurites
RPN2,-0.0750094260942337,0.910089603290816,0.966026817932105,NC,NS
RPS12,-4.31694205704771,0.000889510246950475,0.0175961299760385,DN,Shortened in Neurites
RPS15A,-1.17463090428829,0.0146337656933214,0.109051623796806,DN,NS
RPS19,-2.07629936493725,1.82594893862506e-05,0.00184636203960328,DN,Shortened in Neurites
RPS2,-1.26046459557479,0.0743740411544101,0.271329942464758,NC,NS
RPS23,-2.17080397345662,2.13987740259928e-05,0.00186254929122241,DN,Shortened in Neurites
RPS25,-4.88796500036979,2.80337590108972e-05,0.0020642866380298,DN,Shortened in Neurites
RPS27,-3.98555119802188,4.24727621626385e-05,0.00271539631690719,DN,Shortened in Neurites
RPS27A,-2.80553177539666,4.96445850916727e-06,0.00107955731981548,DN,Shortened in Neurites
RPS4X,-1.11361187293778,0.00769338408375664,0.0731039465775304,DN,NS
RPS6KA2,-0.210794650801277,0.630060744425654,0.817646389591884,NC,NS
RPS6KA3,-0.295527583161813,0.221903270062628,0.483700216980468,NC,NS
RPS6KA6,0.541951899196666,0.0821702184905098,0.287463658256189,NC,NS
RRAGC,0.0211077575616874,0.958509505003478,0.979669649078237,NC,NS
RRAS2,-1.27620392340801,0.0257001168244223,0.147166984763008,DN,NS
RRN3,0.221942446988664,0.537443289824966,0.751591644382472,NC,NS
RSF1,-0.702781399372711,0.0266787381572616,0.150007581990184,DN,NS
RSL24D1,0.331114342678111,0.197241278502929,0.459034248152272,NC,NS
RSPRY1,-0.0924326306087955,0.597326783163152,0.799374588046138,NC,NS
RSU1,-0.689939217848197,0.0542450475107722,0.225692587731243,NC,NS
RTFDC1,-1.01322653988576,0.0564200988584016,0.228703594730369,NC,NS
RTN1,-0.199142529032609,0.0316247794202074,0.166647362326914,DN,NS
RTN3,-0.137732624174432,0.468750116667065,0.696736965563448,NC,NS
RTN4,0.109214377059884,0.120833358963202,0.35579619635173,NC,NS
RUBCN,0.0908161718458237,0.575979185612105,0.781378246815424,NC,NS
RUNDC1,0.118925598709428,0.655458237207182,0.831635727294497,NC,NS
RUNDC3A,0.192120231642319,0.715384430405258,0.863542267721552,NC,NS
RUNX1T1,-0.367363116965483,0.000757517746817698,0.0160034817191778,DN,Shortened in Neurites
RWDD1,-0.938353242910322,0.0286960223360292,0.156890815585929,DN,NS
SACS,0.377202512668419,0.0100778339589702,0.0867034383521672,UP,NS
SALL3,-0.014586792969973,0.96214469888352,0.980992372120178,NC,NS
SAP130,0.0816213476082854,0.801319033621474,0.909582794554162,NC,NS
SAP18,-0.185391521383876,0.625714141085882,0.815696580933567,NC,NS
SAR1A,-1.17477348471542,0.00481234998289664,0.0544473180729912,DN,NS
SARAF,-0.0920609586449834,0.417578379428183,0.661457761225137,NC,NS
SATB1,-0.232752555747036,0.230537776624099,0.487082810145928,NC,NS
SBDS,-0.305419382005715,0.533959359853651,0.749126735681202,NC,NS
SBK1,-0.836019519170795,0.0637047706291391,0.244914453867503,NC,NS
SC5D,0.192249163431707,0.435996616279109,0.67378542928425,NC,NS
SCAMP1,-0.13509337738016,0.687892903892896,0.847505528744629,NC,NS
SCAMP5,-0.029803705225918,0.903039250309329,0.964853010807658,NC,NS
SCARB2,-0.125755243679146,0.602744096969233,0.804156311773319,NC,NS
SCCPDH,-0.664083067659451,0.207500601933715,0.469086668697094,NC,NS
SCD,0.282365897820712,0.0965114402504699,0.313446110425407,NC,NS
SCG3,-0.496222396851631,0.130673982569833,0.369836432972532,NC,NS
SCG5,-0.00672572831161489,0.953573288231823,0.978815643073234,NC,NS
SCN2A,-0.127007488602074,0.325044659358697,0.588200260822528,NC,NS
SCN3A,0.0727436539454453,0.817619440276368,0.917061147047357,NC,NS
SCN3B,-0.119075528675807,0.42217073333791,0.665201676859734,NC,NS
SCN8A,-1.28130390184132,0.0214614682449334,0.134940718876401,DN,NS
SCN9A,-0.312226123287168,0.217141000299105,0.478722205320014,NC,NS
SCRN1,-0.105566216686988,0.434852059123174,0.673479060962296,NC,NS
SCYL2,-0.874354854367433,0.0337648529113203,0.172859964490098,DN,NS
SDC3,0.304541259257956,0.613297233690887,0.809462588805149,NC,NS
SDCBP,-0.770106838057577,0.238362861298446,0.497014810143909,NC,NS
SDK2,0.223933642287524,0.426709702255356,0.66629883908076,NC,NS
SEC11A,-0.558863929121885,0.152277398496664,0.397785857297408,NC,NS
SEC22A,-1.89169124878515,0.00108041156453489,0.0195914630368993,DN,Shortened in Neurites
SEC23IP,-0.207712351896661,0.28655495357968,0.548245107130308,NC,NS
SEC62,-0.640242579717575,0.00101157786399543,0.0186541816275767,DN,Shortened in Neurites
SEC63,-0.745190299944424,0.0119989700381705,0.0963459734430218,DN,NS
SELENOF,-0.0444973478757869,0.907944542250957,0.965634078171106,NC,NS
SELENOI,0.22014821036935,0.13529361535983,0.373688296377477,NC,NS
SELENOK,-0.668062848626071,0.0397055384879516,0.188568838884881,DN,NS
SELENON,0.191197826579014,0.37922656321565,0.631679253750674,NC,NS
SELENOT,-0.264557946983539,0.317468991799528,0.583187095224659,NC,NS
SELENOW,1.24510667910337,0.0106112493631147,0.088467734153784,UP,NS
SEMA6A,0.285021528092601,0.107850496483149,0.334305812460588,NC,NS
SENP2,-0.908720595635707,0.0258535946852278,0.147270738311664,DN,NS
SENP6,-0.601405199520374,0.390482474483777,0.640791752999018,NC,NS
SEPT11,0.106389856441586,0.538798832734504,0.75236376519874,NC,NS
SEPT2,-0.500518723078376,0.0999026097619352,0.320631384722671,NC,NS
SEPT3,-0.178890169213539,0.033535424682605,0.172859964490098,DN,NS
SEPT5,-0.0167725894732427,0.966484463241687,0.981825486467746,NC,NS
SEPT6,-0.16119814705789,0.39430139061104,0.642030787339991,NC,NS
SEPT7,-0.275057905707237,0.224667061047465,0.483700216980468,NC,NS
SEPT8,0.0642737329798104,0.85556154015775,0.943589412763945,NC,NS
SERBP1,-0.347866771687442,0.106459821966939,0.333202858551765,NC,NS
SERF2,-1.03393357229772,0.0918522760787883,0.306779371972677,NC,NS
SERINC1,0.628921498824864,0.126964704483996,0.363998941972564,NC,NS
SERINC3,-0.389490248812635,0.117215468798384,0.348805959253463,NC,NS
SERPINB9,-0.310763288822229,0.425886834861193,0.665767252076716,NC,NS
SESTD1,0.308143817395757,0.371409982046094,0.62747524917104,NC,NS
SET,-0.427162531404639,0.320380219252572,0.584364926314833,NC,NS
SETBP1,-0.70953655003807,0.0996877861201214,0.320414509006476,NC,NS
SETD3,-0.724130650547542,0.0123306904761879,0.0975001552545246,DN,NS
SEZ6L,-0.237600014868293,0.123540054157628,0.359467443398684,NC,NS
SF1,-0.338165351989226,0.266375424669127,0.526939021890927,NC,NS
SF3A1,-0.773363200114678,0.130367038191278,0.369836432972532,NC,NS
SF3B1,0.0257857632736087,0.878224661060107,0.953807827131256,NC,NS
SFXN1,-0.117537776422125,0.603601050052261,0.804308563939816,NC,NS
SGCB,0.0401040301289241,0.879039784743356,0.953807827131256,NC,NS
SGIP1,-0.19356297781237,0.169829302654999,0.42221903613095,NC,NS
SGPL1,-1.08457533290831,0.0299931183347029,0.162755674554398,DN,NS
SGSM2,-1.01339294229775,0.0150744287198116,0.110792814282837,DN,NS
SH3BGRL,0.0690809187914752,0.752429661248936,0.884064224016028,NC,NS
SH3BGRL2,-0.322421781851123,0.284031436401325,0.547315487423007,NC,NS
SH3BGRL3,-0.558913066415233,0.287487795654278,0.548748634512025,NC,NS
SH3GLB1,-0.380529100386762,0.0275460506874586,0.152132503289112,DN,NS
SH3KBP1,-0.413312720801526,0.0175618487808048,0.120550734848679,DN,NS
SH3PXD2A,0.0305547533652326,0.843511123092412,0.933611497380004,NC,NS
SH3RF1,-0.711954429088209,0.131794736689107,0.371044113835954,NC,NS
SHANK1,0.52721907656696,0.0992009937687585,0.319321542072217,NC,NS
SHISA5,-0.221914378961999,0.52584223810916,0.743008253328268,NC,NS
SHISAL1,0.985015143437889,0.0109842335388856,0.0906578529731399,UP,NS
SHMT2,-0.0325485025243033,0.873134667427063,0.951397614582519,NC,NS
SHPRH,0.421412508650502,0.263015360734261,0.522515033324939,NC,NS
SHTN1,-0.0192597104976105,0.947657808743356,0.977094855333915,NC,NS
SIGMAR1,0.522674111881023,0.0806411730243413,0.286256431486079,NC,NS
SIK2,0.316452221529966,0.277295895769416,0.539710079780187,NC,NS
SIKE1,-0.126272929791878,0.755218075342844,0.886075465796082,NC,NS
SINHCAF,-0.152037886053813,0.822068942416275,0.919044356429055,NC,NS
SIX1,-0.998979074004127,0.0504808314480859,0.214543533654365,NC,NS
SKA2,-0.965140150922072,9.04694642745028e-05,0.00457817568049577,DN,Shortened in Neurites
SKI,0.297590403152143,0.395375505514107,0.642042611939327,NC,NS
SKIL,-0.323059262503719,0.479754805079409,0.704980963760756,NC,NS
SKP1,-1.1055081799644,0.0411089439511083,0.191959360595733,DN,NS
SLAIN2,0.482923654706529,0.342247679252336,0.603999148461544,NC,NS
SLC12A6,0.903772671701989,0.116070682935709,0.347413763504954,NC,NS
SLC16A2,0.0953914068316095,0.789776505214116,0.902917100459017,NC,NS
SLC17A6,-0.387820270046743,0.0218002074012089,0.135535003728659,DN,NS
SLC1A1,-0.382826324141508,0.407980640019923,0.652367023426582,NC,NS
SLC1A2,-0.733527439601863,0.0552138151687349,0.226963810459074,NC,NS
SLC1A4,-0.258706515143915,0.172226160524944,0.425868324207134,NC,NS
SLC20A1,0.677674986513977,0.210688844814421,0.470671244109127,NC,NS
